MsgID.STATE,0.0000000,True,True,1
MsgID.LOCAL_POSITION,2989.9090000,0.0330045,-0.0698164,-3.2235804
MsgID.LOCAL_VELOCITY,2989.9090000,0.0001223,-0.0000132,-0.0000805
MsgID.GLOBAL_POSITION,0.0000000,-122.3974689,37.7924580,3.2030000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2990.1590000,0.0222064,-0.0312165,-3.1999300
MsgID.LOCAL_VELOCITY,2990.1590000,0.0001319,0.0000046,-0.0000059
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974685,37.7924575,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974688,37.7924559,3.1750000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2990.4090000,-0.1964462,-0.0348196,-3.1707468
MsgID.LOCAL_VELOCITY,2990.4090000,0.0001738,0.0000608,0.0000085
MsgID.GLOBAL_POSITION,0.0000000,-122.3974693,37.7924556,3.1380000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2990.6590000,-0.2056661,-0.0689883,-3.1345642
MsgID.LOCAL_VELOCITY,2990.6590000,0.0001046,0.0000150,0.0000205
MsgID.GLOBAL_POSITION,0.0000000,-122.3974693,37.7924561,3.1070000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2990.9090000,-0.1599181,-0.0689805,-3.1027424
MsgID.LOCAL_VELOCITY,2990.9090000,0.0001264,0.0000513,0.0000198
MsgID.GLOBAL_POSITION,0.0000000,-122.3974686,37.7924562,3.0730000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2991.1590000,-0.1340159,0.0139053,-3.0697141
MsgID.LOCAL_VELOCITY,2991.1590000,0.0001041,0.0000157,0.0000179
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974685,37.7924575,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974680,37.7924579,3.0450000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2991.4090000,0.0647851,0.0240000,-3.0412524
MsgID.LOCAL_VELOCITY,2991.4090000,0.0001128,0.0000287,0.0000184
MsgID.GLOBAL_POSITION,0.0000000,-122.3974706,37.7924579,3.0140000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2991.6590000,0.0176826,-0.1962294,-3.0110924
MsgID.LOCAL_VELOCITY,2991.6590000,0.0000977,0.0000014,-0.0000823
MsgID.GLOBAL_POSITION,0.0000000,-122.3974696,37.7924572,2.9890000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2991.9090000,-0.0139211,-0.0727498,-2.9867024
MsgID.LOCAL_VELOCITY,2991.9090000,0.0001093,0.0000023,0.0000433
MsgID.GLOBAL_POSITION,0.0000000,-122.3974702,37.7924583,2.9660000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2992.1590000,0.0758081,-0.1711255,-2.9638691
MsgID.LOCAL_VELOCITY,2992.1590000,0.0000971,0.0000691,0.0000292
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974685,37.7924575,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974708,37.7924566,2.9500000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2992.4100000,-0.1314645,-0.1881328,-2.9491870
MsgID.LOCAL_VELOCITY,2992.4100000,0.0001172,0.0000449,-0.0000925
MsgID.GLOBAL_POSITION,0.0000000,-122.3974693,37.7924570,2.9420000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2992.6600000,-0.0140238,-0.0700995,-2.9418654
MsgID.LOCAL_VELOCITY,2992.6600000,0.0000982,0.0000076,0.0000205
MsgID.GLOBAL_POSITION,0.0000000,-122.3974685,37.7924585,2.9430000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2992.9100000,0.1023407,0.0227257,-2.9449811
MsgID.LOCAL_VELOCITY,2992.9100000,0.0001057,0.0000872,-0.0000960
MsgID.GLOBAL_POSITION,0.0000000,-122.3974678,37.7924571,2.9580000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2993.1600000,-0.0614927,0.0445428,-2.9608274
MsgID.LOCAL_VELOCITY,2993.1600000,0.0000989,0.0000014,-0.0000091
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974685,37.7924575,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974695,37.7924567,2.9820000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2993.4100000,-0.0933571,-0.1007669,-2.9865940
MsgID.LOCAL_VELOCITY,2993.4100000,0.0001788,0.0000583,0.0000244
MsgID.GLOBAL_POSITION,0.0000000,-122.3974694,37.7924571,3.0220000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2993.6610000,-0.0458514,-0.0719350,-3.0279632
MsgID.LOCAL_VELOCITY,2993.6610000,0.0000874,0.0000930,-0.0000490
MsgID.GLOBAL_POSITION,0.0000000,-122.3974693,37.7924563,3.0640000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2993.9110000,-0.1565985,-0.0689896,-3.0710876
MsgID.LOCAL_VELOCITY,2993.9110000,0.0001241,0.0000354,-0.0000810
MsgID.GLOBAL_POSITION,0.0000000,-122.3974690,37.7924568,3.1150000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2994.1620000,-0.0608265,-0.0309079,-3.1216154
MsgID.LOCAL_VELOCITY,2994.1620000,0.0000982,0.0000178,0.0000163
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974685,37.7924575,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974676,37.7924581,3.1560000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2994.4120000,0.0779755,0.0975337,-3.1613464
MsgID.LOCAL_VELOCITY,2994.4120000,0.0001560,0.0000548,0.0000215
MsgID.GLOBAL_POSITION,0.0000000,-122.3974676,37.7924582,3.1910000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2994.6620000,0.0488556,0.0606617,-3.1952312
MsgID.LOCAL_VELOCITY,2994.6620000,0.0000846,0.0000570,0.0000051
MsgID.GLOBAL_POSITION,0.0000000,-122.3974693,37.7924563,3.2090000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2994.9120000,-0.1520191,-0.0763166,-3.2102501
MsgID.LOCAL_VELOCITY,2994.9120000,0.0001060,0.0000534,0.0000058
MsgID.GLOBAL_POSITION,0.0000000,-122.3974689,37.7924569,3.2080000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2995.1620000,-0.0454232,-0.0406397,-3.2073765
MsgID.LOCAL_VELOCITY,2995.1620000,0.0001096,0.0000537,0.0000070
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974685,37.7924575,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974706,37.7924569,3.1910000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2995.4120000,-0.0999790,-0.1965050,-3.1884387
MsgID.LOCAL_VELOCITY,2995.4120000,0.0000849,0.0000526,0.0000093
MsgID.GLOBAL_POSITION,0.0000000,-122.3974696,37.7924559,3.1580000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2995.6620000,-0.1793780,-0.0714527,-3.1542385
MsgID.LOCAL_VELOCITY,2995.6620000,0.0001021,0.0000544,0.0000013
MsgID.GLOBAL_POSITION,0.0000000,-122.3974680,37.7924566,3.1250000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2995.9120000,-0.0974234,0.0604981,-3.1207294
MsgID.LOCAL_VELOCITY,2995.9120000,0.0001002,0.0000098,0.0000189
MsgID.GLOBAL_POSITION,0.0000000,-122.3974686,37.7924567,3.0910000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2996.1620000,-0.1021402,-0.0386110,-3.0885820
MsgID.LOCAL_VELOCITY,2996.1620000,0.0000953,0.0000812,-0.0000945
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974685,37.7924575,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974707,37.7924559,3.0740000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2996.4120000,-0.1868468,-0.1978578,-3.0728750
MsgID.LOCAL_VELOCITY,2996.4120000,0.0001244,-0.0000128,-0.0000782
MsgID.GLOBAL_POSITION,0.0000000,-122.3974684,37.7924570,3.0720000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2996.6620000,-0.0384294,0.0428190,-3.0737591
MsgID.LOCAL_VELOCITY,2996.6620000,0.0000966,0.0000543,-0.0000181
MsgID.GLOBAL_POSITION,0.0000000,-122.3974672,37.7924575,3.0870000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2996.9120000,-0.0092556,0.1067415,-3.0905657
MsgID.LOCAL_VELOCITY,2996.9120000,0.0001225,0.0000896,-0.0000210
MsgID.GLOBAL_POSITION,0.0000000,-122.3974694,37.7924572,3.1170000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2997.1620000,-0.0349452,-0.1116470,-3.1223850
MsgID.LOCAL_VELOCITY,2997.1620000,0.0001972,0.0000780,-0.0000897
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974685,37.7924575,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974706,37.7924572,3.1500000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2997.4130000,-0.0309713,-0.1737316,-3.1546147
MsgID.LOCAL_VELOCITY,2997.4130000,0.0001013,0.0000606,-0.0000980
MsgID.GLOBAL_POSITION,0.0000000,-122.3974695,37.7924582,3.1850000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2997.6630000,0.0965274,-0.0787545,-3.1898901
MsgID.LOCAL_VELOCITY,2997.6630000,0.0000962,0.0000249,0.0000359
MsgID.GLOBAL_POSITION,0.0000000,-122.3974693,37.7924582,3.2120000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2997.9130000,0.0620733,-0.0687726,-3.2150605
MsgID.LOCAL_VELOCITY,2997.9130000,0.0000921,0.0000043,0.0000313
MsgID.GLOBAL_POSITION,0.0000000,-122.3974693,37.7924568,3.2300000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2998.1630000,-0.0854346,-0.0693163,-3.2320669
MsgID.LOCAL_VELOCITY,2998.1630000,0.0001732,0.0000442,0.0000201
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974685,37.7924575,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974693,37.7924571,3.2340000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2998.4130000,-0.0408921,-0.0689896,-3.2336366
MsgID.LOCAL_VELOCITY,2998.4130000,0.0000979,0.0000067,0.0000348
MsgID.GLOBAL_POSITION,0.0000000,-122.3974693,37.7924581,3.2210000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2998.6630000,0.0688713,-0.0693015,-3.2190018
MsgID.LOCAL_VELOCITY,2998.6630000,0.0001003,0.0000100,0.0000322
MsgID.GLOBAL_POSITION,0.0000000,-122.3974701,37.7924573,3.1970000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2998.9130000,-0.0451386,-0.1595853,-3.1935444
MsgID.LOCAL_VELOCITY,2998.9130000,0.0001504,0.0000641,0.0000102
MsgID.GLOBAL_POSITION,0.0000000,-122.3974708,37.7924558,3.1590000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2999.1630000,-0.1938647,-0.1825086,-3.1547379
MsgID.LOCAL_VELOCITY,2999.1630000,0.0001679,0.0000550,0.0000094
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974685,37.7924575,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974687,37.7924558,3.1210000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2999.4130000,-0.1900864,0.0002547,-3.1177623
MsgID.LOCAL_VELOCITY,2999.4130000,0.0000978,0.0000076,0.0000341
MsgID.GLOBAL_POSITION,0.0000000,-122.3974688,37.7924568,3.0820000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2999.6630000,-0.0522506,-0.0385897,-3.0783246
MsgID.LOCAL_VELOCITY,2999.6630000,0.0001121,0.0000786,0.0000021
MsgID.GLOBAL_POSITION,0.0000000,-122.3974688,37.7924584,3.0530000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2999.9130000,0.0936928,-0.0091009,-3.0506232
MsgID.LOCAL_VELOCITY,2999.9130000,0.0001402,0.0000308,-0.0000913
MsgID.GLOBAL_POSITION,0.0000000,-122.3974676,37.7924566,3.0310000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,3000.1630000,-0.1367107,0.0685427,-3.0294211
MsgID.LOCAL_VELOCITY,3000.1630000,0.0001047,0.0000327,0.0000323
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974685,37.7924575,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974693,37.7924555,3.0200000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,3000.4130000,-0.2209306,-0.0768507,-3.0197423
MsgID.LOCAL_VELOCITY,3000.4130000,0.0001200,0.0000328,0.0000218
MsgID.GLOBAL_POSITION,0.0000000,-122.3974681,37.7924566,3.0180000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,3000.6640000,-0.0760614,0.0532687,-3.0194693
MsgID.LOCAL_VELOCITY,3000.6640000,0.0001347,0.0000786,-0.0000222
MsgID.GLOBAL_POSITION,0.0000000,-122.3974691,37.7924577,3.0260000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,3000.9140000,0.0268487,-0.0762917,-3.0283139
MsgID.LOCAL_VELOCITY,3000.9140000,0.0001235,0.0000123,0.0000411
MsgID.GLOBAL_POSITION,0.0000000,-122.3974710,37.7924577,3.0460000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,3001.1640000,0.0178627,-0.2244305,-3.0498886
MsgID.LOCAL_VELOCITY,3001.1640000,0.0000798,0.0000556,0.0000334
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974685,37.7924575,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974711,37.7924573,3.0740000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,3001.4140000,-0.0274451,-0.2261535,-3.0775647
MsgID.LOCAL_VELOCITY,3001.4140000,0.0001094,0.0000293,0.0000238
MsgID.GLOBAL_POSITION,0.0000000,-122.3974695,37.7924571,3.1100000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,3001.6640000,-0.0512643,-0.0557527,-3.1149721
MsgID.LOCAL_VELOCITY,3001.6640000,0.0001335,0.0000934,-0.0000974
MsgID.GLOBAL_POSITION,0.0000000,-122.3974682,37.7924561,3.1450000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,3001.9140000,-0.1645658,0.0267113,-3.1482739
MsgID.LOCAL_VELOCITY,3001.9140000,0.0000961,0.0000351,0.0000155
MsgID.GLOBAL_POSITION,0.0000000,-122.3974695,37.7924571,3.1770000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,3002.1640000,-0.0153759,-0.1046255,-3.1815419
MsgID.LOCAL_VELOCITY,3002.1640000,0.0001178,0.0000160,0.0000365
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974685,37.7924575,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974709,37.7924585,3.2010000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,3002.4140000,0.1052622,-0.2192602,-3.2028222
MsgID.LOCAL_VELOCITY,3002.4140000,0.0001690,0.0000534,0.0000133
MsgID.GLOBAL_POSITION,0.0000000,-122.3974700,37.7924576,3.2130000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,3002.6640000,-0.0144286,-0.1047405,-3.2142398
MsgID.LOCAL_VELOCITY,3002.6640000,0.0001467,0.0000465,0.0000062
MsgID.GLOBAL_POSITION,0.0000000,-122.3974696,37.7924561,3.2110000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,3002.9140000,-0.1674550,-0.1144193,-3.2108345
MsgID.LOCAL_VELOCITY,3002.9140000,0.0001640,0.0000308,0.0000128
MsgID.GLOBAL_POSITION,0.0000000,-122.3974704,37.7924562,3.1950000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,3003.1650000,-0.1388455,-0.1443524,-3.1919889
MsgID.LOCAL_VELOCITY,3003.1650000,0.0001861,0.0000740,-0.0000918
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974685,37.7924575,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974680,37.7924568,3.1670000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,3003.4150000,-0.0800203,0.0581696,-3.1653056
MsgID.LOCAL_VELOCITY,3003.4150000,0.0000757,0.0000491,0.0000060
MsgID.GLOBAL_POSITION,0.0000000,-122.3974679,37.7924575,3.1330000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,3003.6650000,0.0015619,0.0566939,-3.1293619
MsgID.LOCAL_VELOCITY,3003.6650000,0.0001084,0.0000480,-0.0000161
MsgID.GLOBAL_POSITION,0.0000000,-122.3974672,37.7924567,3.1000000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,3003.9150000,-0.1098879,0.1180195,-3.0982807
MsgID.LOCAL_VELOCITY,3003.9150000,0.0001111,0.0000292,-0.0000468
MsgID.GLOBAL_POSITION,0.0000000,-122.3974682,37.7924559,3.0690000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,3004.1650000,-0.1659414,0.0185411,-3.0651083
MsgID.LOCAL_VELOCITY,3004.1650000,0.0001953,0.0000750,-0.0000169
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974685,37.7924575,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974688,37.7924571,3.0390000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,3004.4150000,-0.0446190,-0.0322750,-3.0374737
MsgID.LOCAL_VELOCITY,3004.4150000,0.0001672,0.0000596,0.0000092
MsgID.GLOBAL_POSITION,0.0000000,-122.3974694,37.7924572,3.0110000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,3004.6650000,-0.0349452,-0.0786405,-3.0075309
MsgID.LOCAL_VELOCITY,3004.6650000,0.0001047,0.0000091,0.0000334
MsgID.GLOBAL_POSITION,0.0000000,-122.3974700,37.7924571,2.9850000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,3004.9150000,-0.0540904,-0.1385982,-2.9836485
MsgID.LOCAL_VELOCITY,3004.9150000,0.0000997,0.0000107,0.0000186
MsgID.GLOBAL_POSITION,0.0000000,-122.3974711,37.7924571,2.9630000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,3005.1650000,-0.0302144,-0.2305160,-2.9611833
MsgID.LOCAL_VELOCITY,3005.1650000,0.0001065,0.0000270,0.0000233
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974685,37.7924575,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974709,37.7924585,2.9480000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,3005.4150000,0.1122556,-0.2096453,-2.9477460
MsgID.LOCAL_VELOCITY,3005.4150000,0.0001872,0.0000748,-0.0000918
MsgID.GLOBAL_POSITION,0.0000000,-122.3974688,37.7924577,2.9410000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,3005.6650000,-0.0050881,0.0060973,-2.9417470
MsgID.LOCAL_VELOCITY,3005.6650000,0.0001696,0.0000612,0.0000227
MsgID.GLOBAL_POSITION,0.0000000,-122.3974687,37.7924573,2.9450000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,3005.9160000,-0.0197433,-0.0293474,-2.9462864
MsgID.LOCAL_VELOCITY,3005.9160000,0.0001616,0.0000541,-0.0000574
MsgID.GLOBAL_POSITION,0.0000000,-122.3974710,37.7924577,2.9610000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,3006.1660000,0.0057559,-0.2077109,-2.9640729
MsgID.LOCAL_VELOCITY,3006.1660000,0.0001861,0.0000736,-0.0000922
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974685,37.7924575,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974689,37.7924564,2.9890000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,3006.4160000,-0.1353305,-0.0276680,-2.9912374
MsgID.LOCAL_VELOCITY,3006.4160000,0.0000809,0.0000598,0.0000251
MsgID.GLOBAL_POSITION,0.0000000,-122.3974686,37.7924561,3.0280000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,3006.6660000,-0.1457892,-0.0233954,-3.0340862
MsgID.LOCAL_VELOCITY,3006.6660000,0.0001196,0.0000869,0.0000257
MsgID.GLOBAL_POSITION,0.0000000,-122.3974699,37.7924572,3.0750000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,3006.9160000,-0.0382295,-0.1299214,-3.0776455
MsgID.LOCAL_VELOCITY,3006.9160000,0.0001196,0.0000683,-0.0000214
MsgID.GLOBAL_POSITION,0.0000000,-122.3974697,37.7924572,3.1210000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,3007.1660000,-0.0349452,-0.0828664,-3.1278431
MsgID.LOCAL_VELOCITY,3007.1660000,0.0001060,0.0000225,0.0000340
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974685,37.7924575,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974676,37.7924572,3.1640000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,3007.4160000,-0.0347845,0.0792599,-3.1665058
MsgID.LOCAL_VELOCITY,3007.4160000,0.0001929,0.0000738,-0.0000171
MsgID.GLOBAL_POSITION,0.0000000,-122.3974698,37.7924572,3.1950000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,3007.6660000,-0.0349193,-0.1471308,-3.1992531
MsgID.LOCAL_VELOCITY,3007.6660000,0.0001646,0.0000391,0.0000121
MsgID.GLOBAL_POSITION,0.0000000,-122.3974699,37.7924572,3.2150000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,3007.9160000,-0.0351301,-0.1107263,-3.2164030
MsgID.LOCAL_VELOCITY,3007.9160000,0.0001222,-0.0000072,-0.0000843
MsgID.GLOBAL_POSITION,0.0000000,-122.3974677,37.7924569,3.2230000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,3008.1660000,-0.0781524,0.0798331,-3.2232211
MsgID.LOCAL_VELOCITY,3008.1660000,0.0001565,0.0000280,-0.0000128
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974685,37.7924575,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974675,37.7924573,3.2190000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,3008.4160000,-0.0226003,0.0915245,-3.2191386
MsgID.LOCAL_VELOCITY,3008.4160000,0.0001659,0.0000342,-0.0000486
MsgID.GLOBAL_POSITION,0.0000000,-122.3974686,37.7924579,3.2070000
